Data;Origem;Soma de Captação
16/04/2023;Onshore;4500
17/04/2023;Onshore;-857030,72
18/04/2023;Onshore;891032,95
19/04/2023;Onshore;930134,8625
20/04/2023;Offshore;5,302185
20/04/2023;Onshore;1389659,725
21/04/2023;Onshore;29550
22/04/2023;Onshore;1500
23/04/2023;Onshore;1500
24/04/2023;Onshore;1626659,572
25/04/2023;Offshore;495,956787
25/04/2023;Onshore;-1163985,222
26/04/2023;Offshore;69,048525
26/04/2023;Onshore;14533544,67
27/04/2023;Onshore;15237734,29
28/04/2023;Offshore;-174982,5941
28/04/2023;Onshore;-3434708,31
29/04/2023;Onshore;24744
01/05/2023;Offshore;-95880,52139
02/05/2023;Offshore;-22601,22435
02/05/2023;Onshore;3610893,148
03/05/2023;Offshore;29782,35079
03/05/2023;Onshore;-136264,8068
04/05/2023;Offshore;0
04/05/2023;Onshore;4260834,803
05/05/2023;Offshore;-1401734,122
05/05/2023;Onshore;-664246,8453
08/05/2023;Offshore;972910,3203
08/05/2023;Onshore;1001881,363
09/05/2023;Offshore;-50931,77945
09/05/2023;Onshore;-1176584,846
10/05/2023;Offshore;249250,6923
10/05/2023;Onshore;-3078,27
11/05/2023;Offshore;-409018,0578
11/05/2023;Onshore;815529,1491
12/05/2023;Offshore;-12399,13979
12/05/2023;Onshore;2899007,23
13/05/2023;Offshore;-5178,43212
13/05/2023;Onshore;-1497,33
14/05/2023;Offshore;-329,670864
14/05/2023;Onshore;1500
15/05/2023;Offshore;11685,53194
15/05/2023;Onshore;1760758,326
16/05/2023;Offshore;59,68323
16/05/2023;Onshore;39988004,5
17/05/2023;Offshore;0
17/05/2023;Onshore;6285956,716
18/05/2023;Offshore;137339,5387
18/05/2023;Onshore;860666,14
19/05/2023;Offshore;-6467,280612
19/05/2023;Onshore;-965170,3287
21/05/2023;Onshore;1500
22/05/2023;Offshore;-2769,85872
22/05/2023;Onshore;2792071,42
23/05/2023;Offshore;0
23/05/2023;Onshore;-642138,6168
24/05/2023;Offshore;-89,251096
24/05/2023;Onshore;-247978,53
25/05/2023;Offshore;-175659,0112
25/05/2023;Onshore;-325337,42
26/05/2023;Offshore;-2232,378244
26/05/2023;Onshore;5758091,07
28/05/2023;Offshore;-199,604062
29/05/2023;Offshore;-37,515454
29/05/2023;Onshore;-273942,79
30/05/2023;Offshore;-72317,88717
30/05/2023;Onshore;-226857,07
31/05/2023;Offshore;-66,654372
31/05/2023;Onshore;1175357,489
01/06/2023;Offshore;-3456,8296
01/06/2023;Onshore;-1212937,632
02/06/2023;Offshore;-24930,94483
02/06/2023;Onshore;-2545414,97
05/06/2023;Offshore;-7002,787044
05/06/2023;Onshore;-3682555,217
06/06/2023;Offshore;1030033,088
06/06/2023;Onshore;4074313,508
07/06/2023;Offshore;1718678,82
07/06/2023;Onshore;976653,0802
08/06/2023;Offshore;-13926,31712
09/06/2023;Offshore;-16656,52226
09/06/2023;Onshore;138733,64
10/06/2023;Offshore;-14643,18627
11/06/2023;Offshore;-563,09222
12/06/2023;Offshore;-297,338048
12/06/2023;Onshore;-581891,9253
13/06/2023;Offshore;-644,081443
13/06/2023;Onshore;-2885833,93
14/06/2023;Offshore;-2027,116998
14/06/2023;Onshore;10351167,79
15/06/2023;Offshore;-516,312954
15/06/2023;Onshore;-825253,2301
16/06/2023;Offshore;965720
16/06/2023;Onshore;-810544,89
17/06/2023;Offshore;-1862,342734
18/06/2023;Offshore;-542,155208
19/06/2023;Offshore;-433,238589
19/06/2023;Onshore;718589,72
20/06/2023;Offshore;1442693
20/06/2023;Onshore;-1744123,51
21/06/2023;Offshore;2150775
21/06/2023;Onshore;-2069375,46
22/06/2023;Offshore;-170015,976
22/06/2023;Onshore;87987,11
23/06/2023;Offshore;138,999492
23/06/2023;Onshore;1438326,441
26/06/2023;Offshore;168564,3027
26/06/2023;Onshore;1154404,293
27/06/2023;Offshore;25,196978
27/06/2023;Onshore;2624627,29
28/06/2023;Offshore;-364215,0699
28/06/2023;Onshore;-614066,5756
29/06/2023;Offshore;-53282,16997
29/06/2023;Onshore;-2405433,539
30/06/2023;Offshore;8,578176
30/06/2023;Onshore;3413153,158
03/07/2023;Offshore;-170576,1077
03/07/2023;Onshore;76490,27078
04/07/2023;Onshore;708581,8325
05/07/2023;Offshore;23,122652
05/07/2023;Onshore;3190118,2
06/07/2023;Onshore;1450490,94
07/07/2023;Offshore;0
07/07/2023;Onshore;5078278,27
10/07/2023;Offshore;18,81171
10/07/2023;Onshore;1180997,991
11/07/2023;Onshore;-34468,34
12/07/2023;Onshore;-594025,55
13/07/2023;Offshore;50430,58063
13/07/2023;Onshore;1067583,72
14/07/2023;Onshore;-1864656,004
17/07/2023;Offshore;28886,57638
17/07/2023;Onshore;-1148555,67
18/07/2023;Onshore;698618,3824
19/07/2023;Onshore;-344740,09
20/07/2023;Offshore;1245,902096
20/07/2023;Onshore;573691,3891
21/07/2023;Offshore;763712
21/07/2023;Onshore;808781,8274
24/07/2023;Offshore;963216,7903
24/07/2023;Onshore;1974485,08
25/07/2023;Offshore;952158,249
25/07/2023;Onshore;-2238909,563
26/07/2023;Offshore;110843,2042
26/07/2023;Onshore;1173749,23
27/07/2023;Offshore;7062,646452
27/07/2023;Onshore;-1021054,506
28/07/2023;Offshore;437725,7083
28/07/2023;Onshore;-3073246,174
31/07/2023;Offshore;-232022,8369
31/07/2023;Onshore;-1859304,751
01/08/2023;Offshore;-611,559864
01/08/2023;Onshore;724590,3754
02/08/2023;Offshore;-7933,983498
02/08/2023;Onshore;2470764,194
03/08/2023;Offshore;-16611,57233
03/08/2023;Onshore;-12099365,22
04/08/2023;Offshore;0
04/08/2023;Onshore;-77499,20875
07/08/2023;Offshore;4889,18859
07/08/2023;Onshore;485985,2756
08/08/2023;Offshore;83542,46153
08/08/2023;Onshore;4091725,379
09/08/2023;Offshore;46,80491365
09/08/2023;Onshore;116119,1132
10/08/2023;Offshore;-24259
10/08/2023;Onshore;5078830,43
11/08/2023;Offshore;-2236,726632
11/08/2023;Onshore;-2119097,2
12/08/2023;Offshore;-1791,670668
13/08/2023;Offshore;-5899,902144
14/08/2023;Offshore;-5613,471007
14/08/2023;Onshore;-154097,7595
15/08/2023;Offshore;2490417,887
15/08/2023;Onshore;2006900,436
16/08/2023;Offshore;0
16/08/2023;Onshore;-3388868,027
17/08/2023;Offshore;9611576,504
17/08/2023;Onshore;733786,6987
18/08/2023;Offshore;-306,29984
18/08/2023;Onshore;-577048,9506
20/08/2023;Onshore;1000
21/08/2023;Offshore;-14954,1
21/08/2023;Onshore;2804376,802
22/08/2023;Offshore;7878,80709
22/08/2023;Onshore;1336766,4
23/08/2023;Onshore;1340005,042
24/08/2023;Offshore;-21882,8797
24/08/2023;Onshore;-913122,6503
25/08/2023;Offshore;-112119,6585
25/08/2023;Onshore;-1707647,561
28/08/2023;Offshore;60,976748
28/08/2023;Onshore;327401,66
29/08/2023;Offshore;90,885396
29/08/2023;Onshore;2960120,898
30/08/2023;Offshore;-366,649008
30/08/2023;Onshore;2216090,722
31/08/2023;Onshore;181893,59
01/09/2023;Offshore;2053,35493
01/09/2023;Onshore;-1601389,585
04/09/2023;Onshore;23892,99113
05/09/2023;Offshore;409360,3893
05/09/2023;Onshore;-1479908,039
06/09/2023;Offshore;-320,317994
06/09/2023;Onshore;705080,24
07/09/2023;Offshore;91,213746
08/09/2023;Offshore;-72713,30164
08/09/2023;Onshore;-186139,4305
11/09/2023;Offshore;31,446142
11/09/2023;Onshore;2799799,7
12/09/2023;Offshore;504838,4256
12/09/2023;Onshore;-16550,14625
13/09/2023;Offshore;334362,8
13/09/2023;Onshore;-175502,25
14/09/2023;Offshore;487749,2699
14/09/2023;Onshore;1803675,398
15/09/2023;Offshore;243448,0674
15/09/2023;Onshore;-3723355,945
18/09/2023;Offshore;728073,1953
18/09/2023;Onshore;573256,9325
19/09/2023;Offshore;969339,1411
19/09/2023;Onshore;-2424307,16
20/09/2023;Offshore;246568,5168
20/09/2023;Onshore;283777,67
21/09/2023;Offshore;-1719,962802
21/09/2023;Onshore;150324,84
22/09/2023;Offshore;-24274,34969
22/09/2023;Onshore;1225710,943
23/09/2023;Offshore;-4679,924274
25/09/2023;Offshore;21742,60744
25/09/2023;Onshore;4809066,971
26/09/2023;Offshore;0
26/09/2023;Onshore;427396,6695
27/09/2023;Offshore;331191,3349
27/09/2023;Onshore;1398792,83
28/09/2023;Offshore;-3432298,435
28/09/2023;Onshore;1243503,85
29/09/2023;Offshore;-754811,1216
29/09/2023;Onshore;933009,01
02/10/2023;Offshore;602326,8073
02/10/2023;Onshore;-64992,39
03/10/2023;Offshore;-22270,2487
03/10/2023;Onshore;-444000,8138
04/10/2023;Offshore;-119,643372
04/10/2023;Onshore;-603868,86
05/10/2023;Offshore;267209,8622
05/10/2023;Onshore;685087,46
06/10/2023;Offshore;253092,4104
06/10/2023;Onshore;47412552,62
07/10/2023;Offshore;-948,074598
08/10/2023;Offshore;-828,35169
09/10/2023;Offshore;-741,355434
09/10/2023;Onshore;911726,96
10/10/2023;Offshore;-1283,706018
10/10/2023;Onshore;-12403860,47
11/10/2023;Offshore;-20189,5632
11/10/2023;Onshore;6809,107137
13/10/2023;Offshore;26,679375
13/10/2023;Onshore;-857484,3627
14/10/2023;Offshore;-215,96625
15/10/2023;Offshore;-153,140625
16/10/2023;Offshore;2,328428
16/10/2023;Onshore;-786622,8575
17/10/2023;Offshore;-251920
17/10/2023;Onshore;3833914,382
18/10/2023;Onshore;3345570,19
19/10/2023;Offshore;-116812,2934
19/10/2023;Onshore;-1805850,072
20/10/2023;Offshore;4879,337376
20/10/2023;Onshore;-112042,0088
23/10/2023;Onshore;-624445,9547
24/10/2023;Offshore;-33418,3875
24/10/2023;Onshore;25369053,75
25/10/2023;Offshore;69,573552
25/10/2023;Onshore;482873,4206
26/10/2023;Onshore;-1885515,39
27/10/2023;Offshore;0
27/10/2023;Onshore;-778662,793
30/10/2023;Offshore;-129406,6889
30/10/2023;Onshore;-5399662,039
31/10/2023;Offshore;39,2462
31/10/2023;Onshore;849977,2468
01/11/2023;Offshore;0
01/11/2023;Onshore;2023657,18
02/11/2023;Offshore;-22538,36085
03/11/2023;Offshore;978109,7121
03/11/2023;Onshore;280640,17
06/11/2023;Offshore;979980
06/11/2023;Onshore;433435,08
07/11/2023;Offshore;897633,8536
07/11/2023;Onshore;-1876713,93
08/11/2023;Offshore;977145,142
08/11/2023;Onshore;332151,99
09/11/2023;Offshore;12807767,89
09/11/2023;Onshore;-393717,26
10/11/2023;Onshore;45673,51
13/11/2023;Offshore;3,595031
13/11/2023;Onshore;-2493011,51
14/11/2023;Offshore;973708,1061
14/11/2023;Onshore;1247520,28
15/11/2023;Offshore;7,010208
16/11/2023;Offshore;1214454,614
16/11/2023;Onshore;-5528524,54
17/11/2023;Offshore;489483,8329
17/11/2023;Onshore;-210740,83
20/11/2023;Offshore;3150,575349
20/11/2023;Onshore;-2064784,26
21/11/2023;Offshore;975321,8755
21/11/2023;Onshore;-1205555,19
22/11/2023;Offshore;20241,36351
22/11/2023;Onshore;-350392,48
23/11/2023;Onshore;-772508,37
24/11/2023;Offshore;53,917554
24/11/2023;Onshore;6159405,35
27/11/2023;Offshore;734265
27/11/2023;Onshore;-5765725,64
28/11/2023;Offshore;-122106,6117
28/11/2023;Onshore;-2596494,38
29/11/2023;Offshore;824405,5681
29/11/2023;Onshore;1444092,24
30/11/2023;Offshore;0
30/11/2023;Onshore;406920,62
01/12/2023;Offshore;1,524921
01/12/2023;Onshore;706842,87
04/12/2023;Offshore;517548,8384
04/12/2023;Onshore;651766,6
05/12/2023;Offshore;90,773826
05/12/2023;Onshore;-3791814,83
06/12/2023;Offshore;989370,0723
06/12/2023;Onshore;16952,59
07/12/2023;Offshore;156,14731
07/12/2023;Onshore;948037,24
08/12/2023;Offshore;491660,0784
08/12/2023;Onshore;63802,77
11/12/2023;Offshore;263201,7998
11/12/2023;Onshore;-395040,56
12/12/2023;Offshore;34,237392
12/12/2023;Onshore;-2124963,995
13/12/2023;Offshore;3,61934
13/12/2023;Onshore;2035777,2
14/12/2023;Offshore;-23033,19883
14/12/2023;Onshore;9993412,03
15/12/2023;Offshore;16,893774
15/12/2023;Onshore;3594435,97
18/12/2023;Offshore;0
18/12/2023;Onshore;2170360,72
19/12/2023;Offshore;87930,29395
19/12/2023;Onshore;-3175304,02
20/12/2023;Offshore;1596752,404
20/12/2023;Onshore;303960,63
21/12/2023;Offshore;971023,9357
21/12/2023;Onshore;-750213
22/12/2023;Offshore;1061985,498
22/12/2023;Onshore;1473516,81
26/12/2023;Offshore;1592363,267
26/12/2023;Onshore;2891103,892
27/12/2023;Offshore;969963,7567
27/12/2023;Onshore;11609772,84
28/12/2023;Offshore;6445125,525
28/12/2023;Onshore;8176027,49
29/12/2023;Offshore;119,483284
29/12/2023;Onshore;347666,08
01/01/2024;Offshore;2137581,416
02/01/2024;Onshore;-274332,23
03/01/2024;Onshore;-361690,04
04/01/2024;Onshore;2801167,58
05/01/2024;Onshore;-1264740,62
08/01/2024;Onshore;223974,94
09/01/2024;Onshore;2062647,98
10/01/2024;Onshore;2539867,52
11/01/2024;Onshore;1193088,84
12/01/2024;Onshore;-408598,56
15/01/2024;Onshore;-1672480,12
16/01/2024;Onshore;1116353,78
17/01/2024;Onshore;-1019110,27
18/01/2024;Onshore;1682025,99
19/01/2024;Onshore;674331,03
22/01/2024;Onshore;-851159,57
23/01/2024;Onshore;102015,88
24/01/2024;Onshore;130848,75
25/01/2024;Onshore;30589,47
26/01/2024;Onshore;1696300,42
29/01/2024;Onshore;8271349,88
30/01/2024;Onshore;-2184736,36
31/01/2024;Onshore;-5088549,47
01/02/2024;Offshore;5489448,484
01/02/2024;Onshore;-196922,79
02/02/2024;Onshore;-621859,95
05/02/2024;Onshore;-1559358,79
06/02/2024;Onshore;1720062,87
07/02/2024;Onshore;-388715,94
08/02/2024;Onshore;-11188615,56
09/02/2024;Onshore;647475,51
14/02/2024;Onshore;-978590,58
15/02/2024;Onshore;-6947447,17
16/02/2024;Onshore;-5071456,92
19/02/2024;Onshore;-26069,65
20/02/2024;Onshore;-375639,71
21/02/2024;Onshore;3037005,86
22/02/2024;Onshore;1958424,46
23/02/2024;Onshore;1312157,49
26/02/2024;Onshore;-12594507,79
27/02/2024;Onshore;1425957,84
28/02/2024;Onshore;8180109,77
29/02/2024;Onshore;1217645,71
01/03/2024;Offshore;-698060,3771
01/03/2024;Onshore;-60728,21
04/03/2024;Onshore;-9332443,21
05/03/2024;Onshore;-2061823,81
06/03/2024;Onshore;1748196,4
07/03/2024;Onshore;1928299,35
08/03/2024;Onshore;357289,28
11/03/2024;Onshore;-2128168,48
12/03/2024;Onshore;1650429,84
13/03/2024;Onshore;1587701,17
14/03/2024;Onshore;743006,29
15/03/2024;Onshore;-1320291,35
18/03/2024;Onshore;-1042519,85
19/03/2024;Onshore;636091,02
20/03/2024;Onshore;224624,66
21/03/2024;Onshore;528685,11
22/03/2024;Onshore;678100,61
25/03/2024;Onshore;-941831,55
26/03/2024;Onshore;-464154,69
27/03/2024;Onshore;2074213,84
28/03/2024;Onshore;-2661418,02
01/04/2024;Offshore;2789142,745
01/04/2024;Onshore;7600,23
02/04/2024;Onshore;4120152,34
03/04/2024;Onshore;621188,83
04/04/2024;Onshore;635951
05/04/2024;Onshore;-892279,63
08/04/2024;Onshore;962989,94
09/04/2024;Onshore;-1151698,86
10/04/2024;Onshore;394410,02
11/04/2024;Onshore;986902,85
12/04/2024;Onshore;1378360,93
15/04/2024;Onshore;-740942,28
16/04/2024;Onshore;2042545,79
17/04/2024;Onshore;1682032,89
18/04/2024;Onshore;587373,5
19/04/2024;Onshore;738835,09
22/04/2024;Onshore;-270014,95
23/04/2024;Onshore;-1438913,48
24/04/2024;Onshore;4327634,19
25/04/2024;Onshore;-2562377,16
26/04/2024;Onshore;4105224,37
29/04/2024;Onshore;473576,26
30/04/2024;Onshore;-3180745,3
01/05/2024;Offshore;1740138,497
02/05/2024;Onshore;10723399,59
03/05/2024;Onshore;-22456,05
06/05/2024;Onshore;6893397,42
07/05/2024;Onshore;-7214782,69
08/05/2024;Onshore;5181726,29
09/05/2024;Onshore;1590712,89
10/05/2024;Onshore;2079449,81
13/05/2024;Onshore;3720426,53
14/05/2024;Onshore;1637411,91
15/05/2024;Onshore;790261,42
16/05/2024;Onshore;1491848,11
17/05/2024;Onshore;3408222,49
20/05/2024;Onshore;-493948,91
21/05/2024;Onshore;98390,66
22/05/2024;Onshore;940670,59
23/05/2024;Onshore;-564280,68
24/05/2024;Onshore;6598365,04
27/05/2024;Onshore;4258905,02
28/05/2024;Onshore;-796445,95
29/05/2024;Onshore;203587,58
31/05/2024;Onshore;13164808,09
01/06/2024;Offshore;21629,3484
03/06/2024;Onshore;-1899545,79
04/06/2024;Onshore;1151680,43
05/06/2024;Onshore;-423462,25
06/06/2024;Onshore;2552053,33
07/06/2024;Onshore;17737695,63
10/06/2024;Onshore;-3222537,54
11/06/2024;Onshore;1165757,24
12/06/2024;Onshore;1245321,97
13/06/2024;Onshore;1514447,3
14/06/2024;Onshore;-2310026,76
17/06/2024;Onshore;-1918188,46
18/06/2024;Onshore;3251895,75
19/06/2024;Onshore;947079,23
20/06/2024;Onshore;877128,34
21/06/2024;Onshore;2273498,2
24/06/2024;Onshore;687112,32
25/06/2024;Onshore;-3238917,46
26/06/2024;Onshore;127671,65
27/06/2024;Onshore;-2082070,2
28/06/2024;Onshore;-3889841,07
01/07/2024;Offshore;10854183,28
01/07/2024;Onshore;467645,13
02/07/2024;Onshore;27459050,69
03/07/2024;Onshore;2423134,98
04/07/2024;Onshore;1004418,17
05/07/2024;Onshore;1151336,76
08/07/2024;Onshore;3227384,09
09/07/2024;Onshore;-10776135,54
10/07/2024;Onshore;1503933,51
11/07/2024;Onshore;11092609,22
12/07/2024;Onshore;10937336,33
15/07/2024;Onshore;-924498,06
16/07/2024;Onshore;-7655480,12
17/07/2024;Onshore;898999,05
18/07/2024;Onshore;-11735554,86
19/07/2024;Onshore;4068185,88
22/07/2024;Onshore;9186801,3
23/07/2024;Onshore;2828172,8
24/07/2024;Onshore;1087514,78
25/07/2024;Onshore;2013643,45
26/07/2024;Onshore;596977,65
29/07/2024;Onshore;-428395,87
30/07/2024;Onshore;1877003,79
31/07/2024;Onshore;-448080,15
01/08/2024;Offshore;-64012,91407
01/08/2024;Onshore;4183176,12
02/08/2024;Onshore;2103163,17
05/08/2024;Onshore;-1499230,86
06/08/2024;Onshore;2139140,31
07/08/2024;Onshore;2621754,93
08/08/2024;Onshore;3422712,11
09/08/2024;Onshore;2009601,69
12/08/2024;Onshore;5096037,35
13/08/2024;Onshore;7643072,46
14/08/2024;Onshore;-7904206,09
15/08/2024;Onshore;126716,74
16/08/2024;Onshore;1216344,62
19/08/2024;Onshore;2489188,34
20/08/2024;Onshore;1872207,84
21/08/2024;Onshore;1301030,44
22/08/2024;Onshore;931736,93
23/08/2024;Onshore;1891140,54
26/08/2024;Onshore;1260355,55
27/08/2024;Onshore;1827622,31
28/08/2024;Onshore;404243,08
29/08/2024;Onshore;465093,81
30/08/2024;Onshore;396294,93
01/09/2024;Offshore;4060149,194
02/09/2024;Onshore;-2474140,27
03/09/2024;Onshore;-657710,41
04/09/2024;Onshore;396137,6
05/09/2024;Onshore;373447,44
06/09/2024;Onshore;2597874,31
09/09/2024;Onshore;4177117,82
10/09/2024;Onshore;723785,09
11/09/2024;Onshore;2729340,11
12/09/2024;Onshore;-439303,77
13/09/2024;Onshore;4185071,65
16/09/2024;Onshore;-1940756,89
17/09/2024;Onshore;-196547,76
18/09/2024;Onshore;3553939,76
19/09/2024;Onshore;1333983,55
20/09/2024;Onshore;-865644,94
23/09/2024;Onshore;-19107,06
24/09/2024;Onshore;4233430,01
25/09/2024;Onshore;1201115,68
26/09/2024;Onshore;-457808,96
27/09/2024;Onshore;-3866215,28
30/09/2024;Onshore;-2939118,52
01/10/2024;Offshore;-755902,0973
01/10/2024;Onshore;635682,06
02/10/2024;Onshore;-203156,03
03/10/2024;Onshore;975955,69
04/10/2024;Onshore;-1218683,9
07/10/2024;Onshore;1627572,35
08/10/2024;Onshore;-196036,67
09/10/2024;Onshore;1413481,14
10/10/2024;Onshore;-708906,14
11/10/2024;Onshore;1442199,77
14/10/2024;Onshore;-657356,38
15/10/2024;Onshore;-3484271,8
16/10/2024;Onshore;1103344,4
17/10/2024;Onshore;2054132,99
18/10/2024;Onshore;-3969872,92
21/10/2024;Onshore;-1341076,45
22/10/2024;Onshore;-299509,79
23/10/2024;Onshore;570067,25
24/10/2024;Onshore;401278,29
25/10/2024;Onshore;3282315,49
28/10/2024;Onshore;1793630,58
29/10/2024;Onshore;-615592,15
30/10/2024;Onshore;-1249328,39
31/10/2024;Onshore;4470814,94
01/11/2024;Offshore;-18211811,42
01/11/2024;Onshore;137283,06
04/11/2024;Onshore;1068700,24
05/11/2024;Onshore;363284,1
06/11/2024;Onshore;6467286,97
07/11/2024;Onshore;-1044543,55
08/11/2024;Onshore;1436778,77
11/11/2024;Onshore;-2062993,92
12/11/2024;Onshore;929638,16
13/11/2024;Onshore;1326717,83
14/11/2024;Onshore;-1384425,39
18/11/2024;Onshore;-2515971,59
19/11/2024;Onshore;1299110,77
21/11/2024;Onshore;11319682,75
22/11/2024;Onshore;1946839,79
25/11/2024;Onshore;2200846,91
26/11/2024;Onshore;1313252,07
27/11/2024;Onshore;1098955,08
28/11/2024;Onshore;1828521,54
29/11/2024;Onshore;5081637,36
01/12/2024;Offshore;439745,1593
02/12/2024;Onshore;-1223496,34
03/12/2024;Onshore;775119,88
04/12/2024;Onshore;1966484,13
05/12/2024;Onshore;4628710,69
06/12/2024;Onshore;5955200,14
09/12/2024;Onshore;1112747,19
10/12/2024;Onshore;2312862,55
11/12/2024;Onshore;-1367645,43
12/12/2024;Onshore;-9073429,3
13/12/2024;Onshore;2337972,72
16/12/2024;Onshore;-1181733,31
17/12/2024;Onshore;3764897,4
18/12/2024;Onshore;6076658,89
19/12/2024;Onshore;2169433,29
20/12/2024;Onshore;831444,71
23/12/2024;Onshore;-912842,41
24/12/2024;Onshore;362903,9
26/12/2024;Onshore;-11563603,53
27/12/2024;Onshore;516118,09
30/12/2024;Onshore;7172943,58
31/12/2024;Onshore;384959,19
01/01/2025;Offshore;4661916,581
02/01/2025;Offshore;-12417,2
02/01/2025;Onshore;-1627049,47
03/01/2025;Onshore;967120,34
06/01/2025;Offshore;2512,418733
06/01/2025;Onshore;-1223921,5
07/01/2025;Offshore;63991,73684
07/01/2025;Onshore;3530091,33
08/01/2025;Offshore;4857,604336
08/01/2025;Onshore;1113980,87
09/01/2025;Offshore;36612,68477
09/01/2025;Onshore;87311,05
10/01/2025;Onshore;-802667,71
13/01/2025;Onshore;3676550,21
14/01/2025;Offshore;791,028498
14/01/2025;Onshore;-1415465
15/01/2025;Offshore;-28,920583
15/01/2025;Onshore;-1359165,76
16/01/2025;Onshore;-1176095,24
17/01/2025;Onshore;-2234314,05
20/01/2025;Onshore;-4035027,95
21/01/2025;Onshore;6653262,36
22/01/2025;Offshore;21615,11628
22/01/2025;Onshore;-29356,13
23/01/2025;Offshore;28800,85253
23/01/2025;Onshore;3397862,73
24/01/2025;Offshore;45752,31625
24/01/2025;Onshore;9151608,77
27/01/2025;Offshore;531,432752
27/01/2025;Onshore;6399494,05
28/01/2025;Offshore;3121,5221
28/01/2025;Onshore;-3681405,83
29/01/2025;Offshore;5048,221188
29/01/2025;Onshore;1788789,1
30/01/2025;Onshore;5296107,87
31/01/2025;Onshore;15087290,7
01/02/2025;Offshore;-104506,259
03/02/2025;Offshore;-23474,8
03/02/2025;Onshore;12304992,93
04/02/2025;Offshore;3922,526805
04/02/2025;Onshore;949477,59
05/02/2025;Onshore;-351156,3
06/02/2025;Onshore;6287051,44
07/02/2025;Onshore;4131745,32
10/02/2025;Onshore;1605685,18
11/02/2025;Onshore;2818570,93
12/02/2025;Offshore;28872,46703
12/02/2025;Onshore;1260758,83
13/02/2025;Onshore;-4405569,62
14/02/2025;Onshore;6664703,31
17/02/2025;Onshore;-1933933,56
18/02/2025;Onshore;4039877,71
19/02/2025;Onshore;-5734299,01
20/02/2025;Offshore;87217,57384
20/02/2025;Onshore;439730,07
21/02/2025;Offshore;-61435,35818
21/02/2025;Onshore;2342057,45
24/02/2025;Offshore;-959,243274
24/02/2025;Onshore;2692494,21
25/02/2025;Offshore;6513,657786
25/02/2025;Onshore;365992,36
26/02/2025;Onshore;5597459,03
27/02/2025;Onshore;745667,65
28/02/2025;Offshore;-11821,82851
28/02/2025;Onshore;4886065,29
01/03/2025;Offshore;-13859768,61
05/03/2025;Onshore;-1373093,17
06/03/2025;Onshore;3507981,01
07/03/2025;Offshore;486,713656
07/03/2025;Onshore;4644769,89
10/03/2025;Offshore;-1196,13864
10/03/2025;Onshore;-6952875,46
11/03/2025;Offshore;1312,843346
11/03/2025;Onshore;3186929,8
12/03/2025;Onshore;952793,47
13/03/2025;Onshore;1182228,88
14/03/2025;Offshore;7161,986708
14/03/2025;Onshore;-812215,72
17/03/2025;Offshore;571,048328
17/03/2025;Onshore;-5247572,81
18/03/2025;Offshore;2842,6
18/03/2025;Onshore;1752531,98
19/03/2025;Onshore;-1852786,53
20/03/2025;Offshore;3002,303304
20/03/2025;Onshore;-3684970,54
21/03/2025;Onshore;3511004,73
24/03/2025;Offshore;-10238,34168
24/03/2025;Onshore;1219557,55
25/03/2025;Onshore;-966485,9
26/03/2025;Onshore;76482,94
27/03/2025;Offshore;-5218,811622
27/03/2025;Onshore;-5719036,44
28/03/2025;Onshore;7106562,42
31/03/2025;Onshore;235382,41
01/04/2025;Offshore;1340856,131
01/04/2025;Onshore;7524901,39
02/04/2025;Offshore;29185,67441
02/04/2025;Onshore;1201136,62
03/04/2025;Offshore;6429,931761
03/04/2025;Onshore;6787366,35
04/04/2025;Offshore;-25606,07308
04/04/2025;Onshore;3337296,56
07/04/2025;Offshore;318,112431
07/04/2025;Onshore;-1418341,65
08/04/2025;Offshore;9704,115176
08/04/2025;Onshore;1031059,88
09/04/2025;Offshore;-23162,14011
09/04/2025;Onshore;1212579,57
10/04/2025;Onshore;-297876,6
11/04/2025;Onshore;1259887,87
14/04/2025;Onshore;-85695,97
15/04/2025;Onshore;22852620,87
16/04/2025;Onshore;-1596978,06
17/04/2025;Onshore;10352,04
22/04/2025;Offshore;5750,692424
22/04/2025;Onshore;-113721,1
23/04/2025;Offshore;-10128,6216
23/04/2025;Onshore;-1651227,78
24/04/2025;Onshore;-4941273,85
25/04/2025;Onshore;-1917750,61
28/04/2025;Onshore;-276236,63
29/04/2025;Offshore;-374,037408
29/04/2025;Onshore;-222708,64
30/04/2025;Onshore;-5454965,47
01/05/2025;Offshore;-865735,3862
02/05/2025;Offshore;487,356948
02/05/2025;Onshore;-1107950
05/05/2025;Offshore;-11107,42344
05/05/2025;Onshore;1348807,17
06/05/2025;Onshore;4508405,39
07/05/2025;Offshore;2894,6835
07/05/2025;Onshore;378583,09
08/05/2025;Offshore;0
08/05/2025;Onshore;5624563,73
09/05/2025;Offshore;35463,98665
09/05/2025;Onshore;1526280,88
12/05/2025;Onshore;2783341,78
13/05/2025;Offshore;1463,09331
13/05/2025;Onshore;781801,98
14/05/2025;Offshore;53735,6655
14/05/2025;Onshore;199439594
15/05/2025;Onshore;7127871,35
16/05/2025;Offshore;-330,6204
16/05/2025;Onshore;-232000,65
19/05/2025;Offshore;-19405,6764
19/05/2025;Onshore;375479,96
20/05/2025;Offshore;-6256,11366
20/05/2025;Onshore;-963141,86
21/05/2025;Offshore;2060,655246
21/05/2025;Onshore;-4936736,07
22/05/2025;Onshore;6006698,19
